,query_no,query,question_rank,question,click_history,explanation,class_1,class_2,class_3,class_4
3365,178,Ipratropium,3,"What is better for COPD, TRELEGY or Breztri?","['Is ipratropium the same as albuterol?', 'Can I take Trelegy and ipratropium together?', 'What is a triple inhaler for COPD?']",,,,,
3366,178,Ipratropium,4,Can Breztri and TRELEGY be used together?,"['Is ipratropium the same as albuterol?', 'Can I take Trelegy and ipratropium together?', 'What is a triple inhaler for COPD?', 'What is better for COPD, TRELEGY or Breztri?']",,,,,
3367,178,Ipratropium,5,What are the issues with a Breztri inhaler?,"['Is ipratropium the same as albuterol?', 'Can I take Trelegy and ipratropium together?', 'What is a triple inhaler for COPD?', 'What is better for COPD, TRELEGY or Breztri?', 'Can Breztri and TRELEGY be used together?']",,,,,
3368,178,Ipratropium,6,Does BREZTRI cause phlegm?,"['Is ipratropium the same as albuterol?', 'Can I take Trelegy and ipratropium together?', 'What is a triple inhaler for COPD?', 'What is better for COPD, TRELEGY or Breztri?', 'Can Breztri and TRELEGY be used together?', 'What are the issues with a Breztri inhaler?']",,,,,
3369,178,Ipratropium,7,Why do I get phlegm after using my inhaler?,"['Is ipratropium the same as albuterol?', 'Can I take Trelegy and ipratropium together?', 'What is a triple inhaler for COPD?', 'What is better for COPD, TRELEGY or Breztri?', 'Can Breztri and TRELEGY be used together?', 'What are the issues with a Breztri inhaler?', 'Does BREZTRI cause phlegm?']",,,,,
3370,178,Ipratropium,8,What exercises remove mucus from the lungs?,"['Is ipratropium the same as albuterol?', 'Can I take Trelegy and ipratropium together?', 'What is a triple inhaler for COPD?', 'What is better for COPD, TRELEGY or Breztri?', 'Can Breztri and TRELEGY be used together?', 'What are the issues with a Breztri inhaler?', 'Does BREZTRI cause phlegm?', 'Why do I get phlegm after using my inhaler?']",,,,,
3371,178,Ipratropium,9,What disease causes excessive mucus production?,"['Is ipratropium the same as albuterol?', 'Can I take Trelegy and ipratropium together?', 'What is a triple inhaler for COPD?', 'What is better for COPD, TRELEGY or Breztri?', 'Can Breztri and TRELEGY be used together?', 'What are the issues with a Breztri inhaler?', 'Does BREZTRI cause phlegm?', 'Why do I get phlegm after using my inhaler?', 'What exercises remove mucus from the lungs?']",,,,,
3372,179,Anastrozole,0,What to avoid while taking anastrozole?,[],,,,,
3373,179,Anastrozole,1,Can I take anastrozole and atorvastatin together?,['What to avoid while taking anastrozole?'],,,,,
3374,179,Anastrozole,2,What medications interfere with anastrozole?,"['What to avoid while taking anastrozole?', 'Can I take anastrozole and atorvastatin together?']",,,,,
3375,179,Anastrozole,3,What can I take instead of anastrozole?,"['What to avoid while taking anastrozole?', 'Can I take anastrozole and atorvastatin together?', 'What medications interfere with anastrozole?']",,,,,
3376,179,Anastrozole,4,Do I really need anastrozole?,"['What to avoid while taking anastrozole?', 'Can I take anastrozole and atorvastatin together?', 'What medications interfere with anastrozole?', 'What can I take instead of anastrozole?']",,,,,
3377,179,Anastrozole,5,What happens if I skip anastrozole?,"['What to avoid while taking anastrozole?', 'Can I take anastrozole and atorvastatin together?', 'What medications interfere with anastrozole?', 'What can I take instead of anastrozole?', 'Do I really need anastrozole?']",,,,,
3378,179,Anastrozole,6,Is 1 mg of anastrozole a lot?,"['What to avoid while taking anastrozole?', 'Can I take anastrozole and atorvastatin together?', 'What medications interfere with anastrozole?', 'What can I take instead of anastrozole?', 'Do I really need anastrozole?', 'What happens if I skip anastrozole?']",,,,,
3379,179,Anastrozole,7,Why 10 years on anastrozole?,"['What to avoid while taking anastrozole?', 'Can I take anastrozole and atorvastatin together?', 'What medications interfere with anastrozole?', 'What can I take instead of anastrozole?', 'Do I really need anastrozole?', 'What happens if I skip anastrozole?', 'Is 1 mg of anastrozole a lot?']",,,,,
3380,179,Anastrozole,8,Is it worth taking anastrozole?,"['What to avoid while taking anastrozole?', 'Can I take anastrozole and atorvastatin together?', 'What medications interfere with anastrozole?', 'What can I take instead of anastrozole?', 'Do I really need anastrozole?', 'What happens if I skip anastrozole?', 'Is 1 mg of anastrozole a lot?', 'Why 10 years on anastrozole?']",,,,,
3381,179,Anastrozole,9,Why is it better to take anastrozole at night?,"['What to avoid while taking anastrozole?', 'Can I take anastrozole and atorvastatin together?', 'What medications interfere with anastrozole?', 'What can I take instead of anastrozole?', 'Do I really need anastrozole?', 'What happens if I skip anastrozole?', 'Is 1 mg of anastrozole a lot?', 'Why 10 years on anastrozole?', 'Is it worth taking anastrozole?']",,,,,
3382,179,Anastrozole,0,What are the side effects of anastrozole?,[],,,,,
3383,179,Anastrozole,1,How does anastrozole affect your teeth?,['What are the side effects of anastrozole?'],,,,,
3384,179,Anastrozole,2,Does anastrozole cause memory loss?,"['What are the side effects of anastrozole?', 'How does anastrozole affect your teeth?']",,,,,
3385,179,Anastrozole,3,"Which is worse, tamoxifen or anastrozole?","['What are the side effects of anastrozole?', 'How does anastrozole affect your teeth?', 'Does anastrozole cause memory loss?']",,,,,
3386,179,Anastrozole,4,Is there a better drug than anastrozole?,"['What are the side effects of anastrozole?', 'How does anastrozole affect your teeth?', 'Does anastrozole cause memory loss?', 'Which is worse, tamoxifen or anastrozole?']",,,,,
3387,179,Anastrozole,5,What time of day is it best to take anastrozole?,"['What are the side effects of anastrozole?', 'How does anastrozole affect your teeth?', 'Does anastrozole cause memory loss?', 'Which is worse, tamoxifen or anastrozole?', 'Is there a better drug than anastrozole?']",,,,,
3388,179,Anastrozole,6,Can I take Tylenol with anastrozole?,"['What are the side effects of anastrozole?', 'How does anastrozole affect your teeth?', 'Does anastrozole cause memory loss?', 'Which is worse, tamoxifen or anastrozole?', 'Is there a better drug than anastrozole?', 'What time of day is it best to take anastrozole?']",,,,,
3389,179,Anastrozole,7,What not to mix with anastrozole?,"['What are the side effects of anastrozole?', 'How does anastrozole affect your teeth?', 'Does anastrozole cause memory loss?', 'Which is worse, tamoxifen or anastrozole?', 'Is there a better drug than anastrozole?', 'What time of day is it best to take anastrozole?', 'Can I take Tylenol with anastrozole?']",,,,,
3390,179,Anastrozole,8,Does anastrozole deplete magnesium?,"['What are the side effects of anastrozole?', 'How does anastrozole affect your teeth?', 'Does anastrozole cause memory loss?', 'Which is worse, tamoxifen or anastrozole?', 'Is there a better drug than anastrozole?', 'What time of day is it best to take anastrozole?', 'Can I take Tylenol with anastrozole?', 'What not to mix with anastrozole?']",,,,,
3391,179,Anastrozole,9,Does magnesium get rid of estrogen?,"['What are the side effects of anastrozole?', 'How does anastrozole affect your teeth?', 'Does anastrozole cause memory loss?', 'Which is worse, tamoxifen or anastrozole?', 'Is there a better drug than anastrozole?', 'What time of day is it best to take anastrozole?', 'Can I take Tylenol with anastrozole?', 'What not to mix with anastrozole?', 'Does anastrozole deplete magnesium?']",,,,,
3392,180,Doxazosin,0,Why do you have to take doxazosin at night?,[],,,,,
3393,180,Doxazosin,1,Does doxazosin cause diarrhea?,['Why do you have to take doxazosin at night?'],,,,,
3394,180,Doxazosin,2,How do you know if doxazosin is working?,"['Why do you have to take doxazosin at night?', 'Does doxazosin cause diarrhea?']",,,,,
3395,180,Doxazosin,3,Can doxazosin cause incontinence?,"['Why do you have to take doxazosin at night?', 'Does doxazosin cause diarrhea?', 'How do you know if doxazosin is working?']",,,,,
3396,180,Doxazosin,4,Is incontinence reversible?,"['Why do you have to take doxazosin at night?', 'Does doxazosin cause diarrhea?', 'How do you know if doxazosin is working?', 'Can doxazosin cause incontinence?']",,,,,
3397,180,Doxazosin,5,Why can't I hold my pee all of a sudden?,"['Why do you have to take doxazosin at night?', 'Does doxazosin cause diarrhea?', 'How do you know if doxazosin is working?', 'Can doxazosin cause incontinence?', 'Is incontinence reversible?']",,,,,
3398,180,Doxazosin,6,Why do I pee when I come?,"['Why do you have to take doxazosin at night?', 'Does doxazosin cause diarrhea?', 'How do you know if doxazosin is working?', 'Can doxazosin cause incontinence?', 'Is incontinence reversible?', ""Why can't I hold my pee all of a sudden?""]",,,,,
3399,180,Doxazosin,7,What is double voiding?,"['Why do you have to take doxazosin at night?', 'Does doxazosin cause diarrhea?', 'How do you know if doxazosin is working?', 'Can doxazosin cause incontinence?', 'Is incontinence reversible?', ""Why can't I hold my pee all of a sudden?"", 'Why do I pee when I come?']",,,,,
3400,180,Doxazosin,8,What is nocturia in urination?,"['Why do you have to take doxazosin at night?', 'Does doxazosin cause diarrhea?', 'How do you know if doxazosin is working?', 'Can doxazosin cause incontinence?', 'Is incontinence reversible?', ""Why can't I hold my pee all of a sudden?"", 'Why do I pee when I come?', 'What is double voiding?']",,,,,
3401,180,Doxazosin,9,What is pyuria?,"['Why do you have to take doxazosin at night?', 'Does doxazosin cause diarrhea?', 'How do you know if doxazosin is working?', 'Can doxazosin cause incontinence?', 'Is incontinence reversible?', ""Why can't I hold my pee all of a sudden?"", 'Why do I pee when I come?', 'What is double voiding?', 'What is nocturia in urination?']",,,,,
3402,180,Doxazosin,0,Why do you have to take doxazosin at night?,[],,,,,
3403,180,Doxazosin,1,Can you take losartan and doxazosin together?,['Why do you have to take doxazosin at night?'],,,,,
3404,180,Doxazosin,2,What is a good replacement for doxazosin?,"['Why do you have to take doxazosin at night?', 'Can you take losartan and doxazosin together?']",,,,,
3405,180,Doxazosin,3,What to avoid when taking doxazosin?,"['Why do you have to take doxazosin at night?', 'Can you take losartan and doxazosin together?', 'What is a good replacement for doxazosin?']",,,,,
3406,180,Doxazosin,4,What is metoprolol used for?,"['Why do you have to take doxazosin at night?', 'Can you take losartan and doxazosin together?', 'What is a good replacement for doxazosin?', 'What to avoid when taking doxazosin?']",,,,,
3407,180,Doxazosin,5,What are 5 medications that lower your heart rate?,"['Why do you have to take doxazosin at night?', 'Can you take losartan and doxazosin together?', 'What is a good replacement for doxazosin?', 'What to avoid when taking doxazosin?', 'What is metoprolol used for?']",,,,,
3408,180,Doxazosin,6,Why do I feel so bad on metoprolol?,"['Why do you have to take doxazosin at night?', 'Can you take losartan and doxazosin together?', 'What is a good replacement for doxazosin?', 'What to avoid when taking doxazosin?', 'What is metoprolol used for?', 'What are 5 medications that lower your heart rate?']",,,,,
3409,180,Doxazosin,7,What is Eliquis used for?,"['Why do you have to take doxazosin at night?', 'Can you take losartan and doxazosin together?', 'What is a good replacement for doxazosin?', 'What to avoid when taking doxazosin?', 'What is metoprolol used for?', 'What are 5 medications that lower your heart rate?', 'Why do I feel so bad on metoprolol?']",,,,,
3410,180,Doxazosin,8,Why do doctors prefer Eliquis?,"['Why do you have to take doxazosin at night?', 'Can you take losartan and doxazosin together?', 'What is a good replacement for doxazosin?', 'What to avoid when taking doxazosin?', 'What is metoprolol used for?', 'What are 5 medications that lower your heart rate?', 'Why do I feel so bad on metoprolol?', 'What is Eliquis used for?']",,,,,
3411,180,Doxazosin,9,What is the best blood thinner for seniors?,"['Why do you have to take doxazosin at night?', 'Can you take losartan and doxazosin together?', 'What is a good replacement for doxazosin?', 'What to avoid when taking doxazosin?', 'What is metoprolol used for?', 'What are 5 medications that lower your heart rate?', 'Why do I feel so bad on metoprolol?', 'What is Eliquis used for?', 'Why do doctors prefer Eliquis?']",,,,,
3412,181,Ciprofloxacin,0,Can ciprofloxacin be used for ear infection?,[],,,,,
3413,181,Ciprofloxacin,1,How long does it take for ciprofloxacin to get rid of an ear infection?,['Can ciprofloxacin be used for ear infection?'],,,,,
3414,181,Ciprofloxacin,2,What should I avoid while taking ciprofloxacin?,"['Can ciprofloxacin be used for ear infection?', 'How long does it take for ciprofloxacin to get rid of an ear infection?']",,,,,
3415,181,Ciprofloxacin,3,Who cannot take ciprofloxacin?,"['Can ciprofloxacin be used for ear infection?', 'How long does it take for ciprofloxacin to get rid of an ear infection?', 'What should I avoid while taking ciprofloxacin?']",,,,,
3416,181,Ciprofloxacin,4,What are 5 drugs that interact with ciprofloxacin?,"['Can ciprofloxacin be used for ear infection?', 'How long does it take for ciprofloxacin to get rid of an ear infection?', 'What should I avoid while taking ciprofloxacin?', 'Who cannot take ciprofloxacin?']",,,,,
